	Entrez Gene ID
KCNJ3	3760
C3	718
YBX3	8531
PTPRS	5802
OPNP	396377
PLN	5350
HMGCS1	3157
LOC396380	396380
LHX1	3975
ISL2	64843
ISL1	3670
IRF1	3659
IRF8	3394
TNNI2	7136
NTN3	4917
ACHE	43
NTN1	9423
GATA6	2627
GATA5	140628
GATA4	2626
EXFABP	396393
PLA2G4A	5321
ANOS1	3730
CSK	1445
LHX9	56956
IFNA3	396398
TGFBR2	7048
RPL26L1	51121
17.5	396401
EPHA3	2042
PTPRZ1	5803
DDR2	4921
CAMKK2	10645
CSF1R	1436
TEC	100124696
PTPN2	5771
RPL10L	140801
GDF2	2658
FGF2	2247
RRBP1	6238
HOXD13	3239
PTK2	5747
BG2	396417
CAPZB	832
OPN1SW	611
ITGAV	3685
OPN1LW	5956
VCL	7414
VIL1	7429
PLAU	5328
TUBA8B	396426
TUBB1	81027
TNNI3	7137
TPM2	7169
THRB	7068
TGM2	7052
TNNT2	7139
TNNC2	7125
TPI1	7167
PTH	5741
TXN	7295
TGFB3	7043
TNS1	7145
TNC	3371
ELN	2006
SRC	6714
SNAP25	6616
MYLK	4638
ATP2A2	488
PPIB	5479
RPS15	6209
RBP	396449
PTGS2	5743
PRNP	5621
PRL	5617
RBP4	5950
CTTN	2017
PKLR	5313
PCK2	5106
PCK1	5105
PVALB	5816
LCK	3932
POU2F1	5451
NPY	4852
MYH10	4628
NGF	4803
ATP1A3	478
ATP1A2	477
MYH9	4627
MYL1	4632
LECT2	3950
MYL4	4635
MARCKS	4082
LOX	4015
HAPLN1	1404
APOV1	396476
LOC396477	396477
LAMB1	3912
LOC396479	396479
LOC396480	396480
IL1R1	3554
HMGB2	3148
TIMP3	7078
MSX1	4487
HBBA	396485
OPN1MSW	396486
HSPA5	3309
CNTF	1270
GLUL	2752
TAGLN	6876
LGALS1	3956
GLG1	2734
EPB41	2035
EGFR	1956
IL8L2	396495
DBN1	1627
CST3	1471
ASL1	396498
CRYBA1	1411
REL	5966
GJC3	349149
GJA5	2702
COL17A1	1308
ACACA	31
MATN1	4146
S100A10	6281
CKM	1158
CKMT2	1160
SSRP1	6749
FOS	2353
EPHB2	2048
FGFR3	2261
FGFR1	2260
SLC2A14	144195
CD3D	915
CALB1	793
RCVRN	5957
CAPZA1	829
CNN1	1264
CALM1	801
COL9A2	1298
OPN2SW	396525
ACTB	60
ATP2A1	487
ATP1B1	481
ATP1A1	476
OCM3	396531
SLC4A1	6521
GOT2	2806
PAICS	10606
APOB	338
APOA1	335
NAT	396537
AGRN	375790
DSTN	11034
ADSL	158
ZBTB17	7709
RFC2	5982
WNT8A	7478
NACA	4666
EIF5A	1984
HMX1	3166
NAGA	4668
COL6A3	1293
ATP1B3	483
SCP2	6342
NEWENTRY	192343
DNAJC27	51277
TEAD1	7003
IFI6	2537
IFI27L2	83982
ST6GAL2	84620
CD8A	925
VKORC1	79001
POPDC2	64091
CG-16	404269
ANXA1	301
POLG	5428
STXBP1	6812
ADAM20L	404294
ZCCHC17	51538
GRIN1	2902
CRH	1392
YLB3	404298
HIST1H2A4	404299
GCM1	8521
NAPRT	93100
SLC18A3	6572
KCNA3	3738
PLA2R1	22925
MUC5B	727897
GJA4	2701
TNMD	64102
RBM12	10137
ZPBP2	124626
GDF9	2661
UTS2B	257313
UTS2	10911
ADIPOQ	9370
ZPBP	11055
POT1	25913
DMP1	1758
IL12B	3593
ST6GALNAC3	256435
SLC6A4	6532
ATG4B	23192
NDUFC2	4718
MID1IP1	58526
UMOD	7369
THRSP	7069
THRSPB	404756
GEM	2669
MUSTN1	389125
SNTB1	6641
NUCKS1	64710
BLEC1	404776
RAD9A	5883
RAD17	5884
NOCT	25819
KK34	407087
MASP1	5648
MASP2	10747
IL12A	3592
UBAP2	55833
LOC407092	407092
ST3GAL5	8869
AvBD6	407776
AvBD7	407777
ST6GALNAC5	81849
KRT5	3852
PAH	5053
TOP1MT	116447
TPH2	121278
IGFBP1	3484
BVES	11149
HSD11B1L	374875
EGF	1950
EREG	2069
SFN	2810
LOC408038	408038
KRT14	3861
KRT13	3860
KRT6A	3853
KRT75	9119
LAMC2	3918
PPL	5493
KIF5C	3800
TMSB4X	7114
PCDH10	57575
CDH10	1008
PCDHGC3	5098
EDNRB	1910
B3GAT1L	408180
CYB5R2	51700
CYP26A1	1592
GHR	2690
GHRL	51738
ADCYAP1	116
CTDSPL	10217
VKORC1L1	154807
HSPB2	3316
AMY1A	276
AMY2A	279
AMY2AP	414141
P3H1	64175
P3H2	55214
FUS	2521
ST8SIA6	338596
ST8SIA2	8128
CATH1	414337
LEAP2	116842
AvBD12	414339
AvBD5	414340
AvBD10	414341
AvBD4	414342
AvBD9	414343
TRH	7200
EIF1AD	84285
CD74	972
WPG	414742
TGFA	7039
CDH2	1000
CYP2C23a	414746
XYLT2	64132
XYLT1	64131
RPS13	6207
VSIG1	340547
ST8SIA3Z	414796
ST8SIA5	29906
CYB5A	1528
LAMP2	3920
THPO	7066
MPL	4352
CMTM3	123920
B2M	567
FGF13	2258
CYP3A5	1577
CYP2C18	1562
CYP7A1	1581
LOC414835	414835
THBS2	7058
CYP11A1	1583
CYP2C23b	414841
CDH6	1004
CDH3	1001
CDHR1	92211
CDH13	1012
CYP19A1	1588
SLC5A7	60482
KCNH6	81033
PDLIM3	27295
AvBD8	414875
AvBD11	414876
AvBD13	414877
OVOB	414878
UBA5	79876
LIMS1	3987
RNF114	55905
BMP1	649
CCK	885
CCKBR	887
FHF-2	414889
GABRB2	2561
SLC24A2	25769
SLC24A1	9187
GRIA1	2890
GRIA2	2891
GSTA2	2939
GSTA3	2940
KMT2A	4297
CYP4V2	285440
EDC3	80153
CLK3	1198
ACTG1	71
UBL7	84993
SEMA7A	8482
STRA6	64220
PML	5371
STOML1	9399
ZP3L1	415305
MAN2C1	4123
SIN3A	25942
PTPN9	5780
SNX33	257364
LOC415312	415312
INSYN1	388135
ZP3L2	415314
CD276	80381
NPTN	27020
ADPGK	83440
BBS4	585
ARIH1	25820
HEXA	3073
SENP8	123228
LOC415324	415324
LOC415325	415325
CPEB1	64506
PATL2	197135
CSNK1G1	53944
TRIP4	9325
ZNF609	23060
SORD	6652
NMB	4828
SEC11A	23478
ZNF592	9640
PCASP3	415336
SLC28A2	9153
SHF	90525
OR6B1	135946
RGPD1	400966
LINGO1	84894
HMG20A	10363
TSPAN3	10099
PSTPIP1	9051
RCN2	5955
SCAPER	49855
ETFA	2108
NRG4	145957
FBXO22	26263
UBE2Q2	92912
PSMA4	5685
HYKK	123688
WDR61	80349
DNAJA4	55466
ACSBG1	23205
IDH3A	3419
CIB2	10518
TBC1D2B	23102
HERC1	8925
USP3	9960
CA12	771
RAB8B	51762
RPS27L	51065
LACTB	114294
TLN2	83660
VPS13C	54832
RORA	6095
ICE2	79664
BNIP2	663
OTUD7A	161725
MTMR10	54893
FAN1	22909
MPHOSPH10	10199
MCEE	84693
APBA2	321
FAM189A1	23359
TJP1	7082
TARSL2	415389
TM2D3	80213
ADAL	161823
LARP6	55323
LRRC49	54839
THSD4	79875
FAM81A	145773
MYO1E	4643
CCNB1	891
SLTM	79811
AQP9	366
MYZAP	100820829
CGNL1	84952
NEDD4	4734
PRTG	283659
PYGO1	26108
DYX1C1	415409
RAB27A	5873
UNC13C	440279
LOC415414	415414
FAM214A	56204
GNB5	10681
LOC415418	415418
MAPK4	5596
TMOD3	29766
TMOD2	29767
LYSMD2	256586
SCG3	29106
AP4E1	23431
SEMA6D	80031
SLC24A5	283652
MYEF2	50804
SLC12A1	6557
SECISBP2L	9728
CEP152	22995
FGF7	2252
SPATA5L1	79029
C10H15ORF48	415442
SLC30A4	7782
SQRDL	415445
BLOC1S6	26258
ITGB1BP3	415448
SPPL2A	84888
USP8	9101
GABPB1	2553
HDC	3067
PDE8A	5151
LOC415456	415456
WHAMM	123720
HOMER2	9455
FAM103A1	415459
C15ORF40	415460
BTBD1	53339
TM6SF1	53346
HDGFRP3	415463
LMNAL	415464
ADAMTSL3	57188
EFL1	79631
TMC3	342125
CFAP161	161502
LOC415472	415472
MESDC1	415473
LOC415474	415474
MESDC2	415475
CEMIP	57214
LOC415478	415478
ABHD17C	58489
ARNT2	9915
FAH	2184
ZFAND6	54469
MTHFS	10588
KIAA1024	415485
PEX11A	8800
PLIN1	5346
KIF7	374654
TICRR	90381
RHCG	51458
FANCI	55215
RLBP1	6017
ABHD2	11057
MFGE8	4240
HAPLN3	145864
AEN	64782
DET1	55070
MRPS11	64963
MRPL46	26589
AKAP13	11214
SLCO3A1	28232
FAM174B	400451
CHD2	1106
ARRDC4	91947
FAM169B	283777
LRRC28	123355
ADAMTS17	170691
ASB7	140460
LRRK1	79705
CHSY1	22856
SELENOS	55829
SNRPA1	6627
ANKDD1A	348094
SPG21	51324
CLPX	10845
PDCD7	10081
RASL12	51285
SLC51B	123264
MTFMT	123263
CILP	8483
PARP16	54956
IGDCC3	9543
IGDCC4	57722
HACD3	51495
VWA9	415540
DENND4A	10260
RAB11A	8766
MEGF11	84465
TIPIN	54962
MAP2K1	5604
SNAPC5	10302
RPL4	6124
ZWILCH	55055
AAGAB	79719
IQCH	64799
MAP2K5	5607
CLN6	54982
FEM1B	10116
ITGA11	22801
CORO2B	10391
ANP32A	8125
NOX5	79400
GLCE	26035
KIF23	9493
TLE3	7090
UACA	55075
ADAMTS7	11173
FAM96A	415571
SPG11	80208
EIF3J	8669
CTDSPL2	51496
CASC4	415575
FRMD5	84978
BLM	641
RASGRF1	5923
ANKRD34C	390616
TMED3	23423
AP3S2	10239
SEMA4B	10509
UNC45A	55898
MAN2A2	4122
MFAP1	4236
PPIP5K1	9677
MAP1A	4130
TP53BP1	7158
TUBGCP4	27229
IQGAP3	128239
OR45	415592
ZNF280D	54816
DMXL2	23312
GALK2	2585
CHSY3	337876
ADAMTS19	171019
ISOC1	51015
YTHDC2	64848
MCC	4163
APC	324
EPB41L4A	64097
WDR36	134430
SLC25A46	91137
MAN2A1	4124
PJA2	9867
FER	2241
FBXL17	64839
LOC415616	415616
LOC415617	415617
SMPD3	55512
PRMT7	54496
SLC7A6OS	84138
SLC7A6	9057
TLR21	415623
GINS3	64785
CSNK2A2	1459
CFAP20	29105
USB1	79650
MMP15	4324
KIFC2	90990
KATNB1	10300
ADGRG3	222487
ADGRG1	9289
ADGRG5	221188
POLR2C	5432
COQ9	57017
CIAPIN1	57019
LOC415641	415641
GFOD2	81577
ENKD1	84080
HERPUD1	9709
CETP	1071
CPNE2	221184
FAM192A	415647
RSPRY1	89970
PLLP	51090
CX3CL1	6376
CCL17	6361
RANBP10	57610
CENPT	80152
NUTF2	10204
EDC4	23644
PSKH1	5681
KIAA0895L	653319
LOC415661	415661
LOC415662	415662
LOC415664	415664
FAM65A	415665
RLTPR	415666
AARS1	16
TPPP3	51673
FHOD1	29109
ATP6V0D1	9114
VAC14	55697
MTSS1L	415679
SF3B3	23450
COG4	25839
PDPR	55066
RFWD3	55159
MLKL	197259
FA2H	79152
WDR59	79726
LDHD	197257
BCAR1	9564
SLC12A3	6559
NUP93	9688
BBS2	583
OGFOD1	55239
AMFR	267
GNAO1	2775
C11H16orf70	415699
TRADD	8717
FBXL8	55336
DNAAF1	123872
HSDL1	83693
MBTPS1	8720
NECAB2	54550
OSGIN1	29948
RIPK3	11035
ESRP2	80004
NFATC3	4775
DUS2	54920
GALR1L	415713
DPEP3	64180
SLC12A4	6560
LPCAT2	54947
FTO	79068
AKTIP	64400
CHD9	80205
TOX3	27324
CYLD	1540
SNX20	124460
NKD1	85407
BRD7	29117
ADCY7	113
PAPD5	415733
HEATR3	55027
CNEP1R1	255919
ZNF423	23090
N4BP1	9683
LONP2	83752
PHKB	5257
ITFG1	81533
NETO2	81831
DNAJA2	10294
CDCA9	415745
GPT2	84706
C11H16ORF87	415747
MYLK3	91807
ORC6	23594
VPS35	55737
SHCBP1	79801
UQCRFS1	7386
LOC415756	415756
C11H19orf12	415757
LOC415758	415758
URI1	8725
ZNF536	9745
TSHZ3	57616
LOC415763	415763
ZNF507	22847
PDCD5	9141
ANKRD27	84079
SLC7A9	11136
CEP89	84902
FAAP24	91442
RHPN2	85415
GPATCH1	55094
LRP3	4037
SLC7A10	56301
PEPD	5184
KCTD15	79047
LOC415780	415780
LSM14A	26065
KIAA0355	415782
GPI	2821
UBA2	10054
PDCD2L	84306
CES1L1	415786
LOC415787	415787
FAM96B	415789
RRAD	6236
CA7	766
NAE1	8883
DYNC1LI2	1783
CMTM4	146223
CKLF	51192
BEAN1	146227
CDH11	1009
NUDT7	283927
WWOX	51741
DYNLRB2	83657
GCSH	2653
PLCG2	5336
SDR42E1	93517
HSD17B2	3294
PNAT3	415809
MPHOSPH6	10200
MLYCD	23417
HSBP1	3281
TLDC1	415815
KLHL36	79786
USP10	9100
CRISPLD2	83716
HNF4beta	415820
ZDHHC7	55625
MTHFSD	64779
GINS2	51659
EMC8	10328
COX4I1	1327
ZCCHC14	23174
JPH3	57338
KLHDC4	54758
SLC7A5	8140
CA5A	763
BANP	54971
ZFPM1	161882
LOC415836	415836
ZC3H18	124245
VPS9D1	9605
CDK10	8558
CHMP1A	5119
DPEP1	1800
SPG7	6687
LOC415844	415844
ANKRD11	29123
CBFA2T3	863
TRAPPC2L	51693
GALNS	2588
PIEZO1	9780
CTU2	348180
CPNE7	27132
LOC415852	415852
ZNF276	92822
FANCA	2175
SPIRE2	84501
DBNDD1	79007
GAS8	2622
URAH	415859
CDH1	999
NIP7	51388
CYB5B	80777
NFAT5	10725
NOB1	28987
WWP2	11060
PSMD7	5713
LOC415872	415872
DHX38	9785
DHODH	1723
IST1	9798
ZNF821	55565
AP1G1	164
PHLPP2	23035
MARVELD3	91862
TAT	6898
KARS	415885
ADAT1	23536
RRP9	9136
POC1A	25886
DUSP7	1849
NISCH	11188
STAB1	23166
NT5DC2	64943
SMIM4	440957
GNL3	26354
GLT8D1	55830
SPCS1	28972
NEK4	6787
ITIH3	3699
SFMBT1	51460
PRKCD	5580
PFKFB1	5207
HYAL2	8692
TUSC2	11334
LOC415913	415913
C12H3orf18	415914
HEMK1	51409
MAPKAPK3	7867
DCAF1	9730
GBP4L	415922
RNF123	63891
GMPPB	29925
APEH	327
TRAIP	10293
MON1A	84315
RBM6	10180
SEMA3DL	415932
RAD54L2	23132
HEATR8L2	415934
FANCD2	2177
EMC3	55831
USP4	7375
TEX264	51368
HEATR8L3	415939
TWF2	11344
PPM1M	132160
WDR82	80335
DNAH1	25981
BAP1	8314
SEMA3G	56920
RBM10	8241
SHISA5	51246
ATRIP	84126
BTG1L	415950
IPPK	64768
CENPP	401541
ECM2	1842
BGN	633
NOL8	55035
IARS	415957
ATP2B2	491
SLC6A11	6538
SLC6A1	6529
ATG7	10533
VGLL4	9686
SYN2	6854
TSEN2	80746
MKRN2OS	100129480
ISY1	57461
CECR5L	415969
RAB43	339122
GP9	2815
EFCC1	79825
ACAD9	28976
IQSEC1	9922
NUP210	23225
HDAC11	79885
PTPDC1	138639
PHF2	5253
FAM120C	54954
WNK2	65268
NINJ1	4814
CARD19	84270
SUSD3	203328
FGD3	89846
BICD2	23299
TKTL1	8277
DCP1A	55802
CHDH	55349
ACTR8	93973
SELENOK	58515
CACNA2D3	55799
CCDC66	285331
FAM208A	415999
ARHGEF3	50650
APPL1	26060
ASB14	142686
DNAH12	201625
DENND6A	201627
DNASE1L3	1776
ABHD6	57406
IP6K2	51447
SLC26A6	65010
UQCRC1	7384
COPG1	22820
HMCES	56941
RAB7A	7879
RPN1	6184
GATA2	2624
EEFSEC	60678
RUVBL1	8607
SEC61A1	29927
MGLL	11343
ABTB1	80325
MCM2	4171
TPRA1	131601
CHCHD6	84303
PLXNA1	5361
TXNRD3	114112
CHST13	166012
SLC41A3	54946
ZXDC	79364
UROC1	131669
NTN4L	416036
CHCHD4	131474
TMEM43	79188
XPC	7508
LSM3	27258
SLC6A6	6533
GRIP2	80852
CCDC174	51244
CCDC51	79714
SETD5	55209
MTMR14	64419
CAMK1	8536
TADA3	10474
ARPC4	10093
TTLL8	164714
PRRT3	285368
KLHDC8B	200942
LOC416055	416055
QARS	416057
IMPDH2	3615
DALRD3	55152
WDR6	11180
ARIH2	10425
SLC25A20	788
RPP14	11102
PXK	54899
PDHB	5162
KCTD6	200845
ACOX2	8309
FAM3D	131177
C12H3ORF67	416070
FHIT	2272
C12H3orf14	416073
FEZF2	55079
CADPS	8618
SNTN	132203
THOC7	80145
ATXN7	6314
PSMD6	9861
ADAMTS9	56999
LOC416082	416082
MAGI1	9223
SLC25A26	115286
KBTBD8	84541
LOC416086	416086
SUCLG2	8801
FAM19A1	416089
LOC416090	416090
LOC416091	416091
FOXP1	27086
EIF4E3	317649
GPR27	2850
RYBP	23429
SHQ1	55164
GXYLT2	727936
PPP4R2	151987
PDZRN3	23024
CNTN3	5067
CHL1	10752
TRNT1	51095
CRBN	51185
BHLHE40	8553
ARL8B	55207
EDEM1	9695
GRM7	2917
LMCD1	29995
RAD18	56852
SRGAP3	9901
THUMPD3	25917
VHL	7428
IRAK2	3656
SEC13	6396
CAND2	23066
RPL32	6161
IFT122	55764
PLXND1	23129
TMCC1	23023
RBSN	64145
MRPS25	64432
FGD5	152273
HARS1	3035
IK	3550
TMCO6	55374
SLC35A4	113829
UBE2D2	7322
CXXC5	51523
PFDN1	5201
ANKHD1	54882
ZNF346	23567
UIMC1	51720
LOC416146	416146
LOC416147	416147
PPARGC1B	133522
ARHGEF37	389337
HTR4	3360
TTC1	7265
PWWP2A	114825
FABP6	2172
CCNJL	79616
C1QTNF2	114898
SLU7	10569
PTTG2	10744
ATP10B	23120
CCNG1	900
NUDCD2	134492
HMMR	3161
MAT2B	27430
WWC1	23286
RARS	416168
LOC416169	416169
PANK3	79646
SPDL1	54908
KCNIP1	30820
GABRP	2568
LOC416179	416179
FBXW11	23291
ETF1	2107
HSPA9	3313
CTNNA1	1495
SIL1	64374
LOC416186	416186
PAIP2B	400961
SLC23A1	9963
DNAJC18	202052
ECSCR	641700
PCDH12	51294
PCDH1	5097
ARAP3	64411
LOC416197	416197
RELL2	285613
PCYOX1L	78991
ABLIM3	22885
UBTD2	92181
STK10	6793
ERGIC1	57222
CREBRF	153222
BNIP1	662
STC2	8614
BOD1	91272
HMP19	416212
NSD1	64324
FAM193B	54540
NHP2	55651
BRD8	10902
KIF20A	10112
SFXN1	94081
CDHR2	54825
RNF44	22838
FAF2	23197
CLTB	1212
HIGD2A	192286
NOP16	51491
ARL10	285598
KIAA1191	57179
SIMC1	375484
THOC3	84321
SPINK5	11005
SPINK7	84651
UBLCP1	134510
RNF145	153830
CLINT1	9685
LSM11	134353
THG1L	54974
SOX30	11063
ADAM19	8728
NIPAL4	348938
CYFIP2	26999
ITK	3702
HAVCR1	26762
TIMD4	91937
SGCD	6444
MRPL22	29093
GEMIN5	25929
CNOT8	9337
FAXDC2	10826
LOC416257	416257
LARP1	23367
SAP30L	79685
GALNT10	55568
MFAP3	4238
FAM114A2	10827
LOC416263	416263
G3BP1	10146
FAT2	2196
CCDC69	26112
DCTN4	51164
RBM22	55696
MYOZ3	91977
NDST1	3340
RPS14	6208
TCOF1	6949
SLC6A7	6534
HMGXB3	22993
NPY7R	416280
RNF130	55819
TBC1D9B	23061
MRNIP	51149
MGAT4B	11282
MAML1	9794
CANX	821
ADAMTS2	9509
C10orf10	416292
CNOT6	57472
CLK4	57396
RASGEF1C	255426
FAM13B	51306
PKD2L2	27039
MYOT	9499
RBMXL3	139804
KLHL3	26249
SPOCK1	6695
FBXL21	416306
IL9	3578
SLC25A48	153328
LOC416309	416309
TXNDC15	79770
C13H5orf24	416311
DDX46	9879
SEC24A	10802
SAR1B	51128
JADE2	23338
PPP2CA	5515
SKP1	6500
VDAC1	7416
C13H5orf15	416321
LOC416323	416323
ACSL6	23305
CSF2	1437
P4HA2	8974
SLC22A4	6583
SLC22A5	6584
RAD50	10111
IL4	3565
KIF3A	11127
SEPTIN8	23176
SOWAHA	134548
SHROOM1	134549
UQCRQ	27089
AFF4	27125
ZCCHC10	54819
HSPA4	3308
RNF14	9604
GNPDA1	10007
NDFIP1	80762
NR3C1	2908
YIPF5	81555
SH3RF2	153769
LARS	416347
RBM27	54439
TCERG1	10915
PPP2R2B	5521
STK32A	202374
JAKMIP2	9832
GFRA3	2676
CTBPL	416354
LOC416357	416357
B4GALT7	11285
GRK6	2870
PDLIM7	9260
CPEB4	80315
AGGF1	55109
WDR41	55255
TBCA	6902
SCAMP1	9522
LHFPL2	10184
DMGDH	29958
BHMT2	23743
PHYKPL	85007
SETBP1	26040
EPG5	57724
HAUS1	115106
CZH18ORF25	416381
RNF165	494470
PIAS2	9063
KATNAL2	83473
HDHD2	84064
ABCA3	21
PRR35	146325
CAPN15	6650
NDUFB6	4712
EEF2KMT	196483
ALG1	56052
C14H16ORF89	416394
NAGPA	51172
SEC14L5	9717
UBN1	29855
NME3	4832
EME2	197342
SPSB3	90864
NUBP2	10101
FAM173A	416404
FBXL16	146330
WDR24	84219
WDR90	197335
SEPT12	416408
XPO6	23214
PDXDC1	23042
RRN3	54700
TMEM238	388564
RSL1D1	26156
SNX29	92017
CPPED1	55313
SHISA9	729993
ERCC4	2072
MKL2	416421
PARN	5073
BFAR	51283
PLA2G10	8399
ZC3H7A	29066
TXNDC11	51061
SNN	8303
USP42	84132
CCZ1	51622
TECPR1	25851
BAIAP2L1	55971
NPTX2	4885
TMEM130	222865
TRRAP	8295
FAM20C	56975
PRKAR1B	5575
DNAAF5	54919
SUN1	23353
GET4	51608
ADAP1	11033
COX19	90639
CYP2W1	54905
CYP2W2	416454
C14H7orf50	416455
GPR146	115330
GPER1	2852
UNCX	340260
MICALL2	79778
INTS1	26173
GAAGSD	416462
PSMG3	84262
ELFN1	392617
MRM2	29960
NUDT1	4521
SNX8	29886
CHST12	55501
TTYH3	80727
IQCE	23288
AMZ2	51321
CARD11	84433
CYP3A4	1576
AP5Z1	9907
RADIL	55698
MMD2	100505381
WIPI2	26100
TNRC18	84629
FBXL18	80028
FSCN1	6624
RNF216	54476
SMURF1	57154
KPNA7	402569
ARPC1B	10095
PDAP1	11333
BUD31	8896
PTCD1	26024
CPSF4	10898
ATP5J2	416495
MAP2K3	5606
NATD1	256302
DHRS7B	25979
LOC416500	416500
USP51	158880
MPRIP	23164
FLCN	201163
COPS3	8533
NT5M	56953
MED9	55090
RASD1	51655
PEMT	10400
TOM1L2	146691
DRC3	83450
ATPAF2	91647
GID4	79018
DRG2	1819
FLII	2314
MIEF2	125170
TOP3A	7156
SMCR8	140775
SHMT1	6470
PRPSAP2	5636
GRAPL	400581
EPN2	22905
B9D1	27077
CACNA1H	8912
MAFIP	727764
LMF1	64788
LOC416530	416530
CHTF18	63922
MSLN	10232
NARFL	416535
HAGHL	84264
HAGH	3029
FAHD1	81889
MEIOB	254528
MSRB1	51734
TEX2L	416541
RPL3L	6123
NDUFB10	4716
RPS2	6187
TBL3	10607
NOXO1	124056
GFER	2671
SYNGR3	9143
ZNF598	90850
SLC9A3R2	9351
NTHL1	4913
TSC2	7249
PKD1	5310
RAB26	25837
TRAF7	84231
CASKIN1	57524
MLST8	64223
PGP	283871
E4F1	1877
ZDHHC4	55146
SLC5A11	115584
ARHGAP17	55114
LCMT1	51451
AQP8	343
PRKCB	5579
RBBP6	5930
TNRC6A	27327
NDUFAB1	4706
PALB2	79728
DCTN5	84516
PLK1	5347
GGA2	23062
COG7	91949
SCNN1G	6340
USP31	57478
HS3ST2	9956
KDM8	79831
NSMCE1	197370
IL4R	3566
IL21R	50615
IL9R	3581
PDPK1	5170
KCTD5	54442
TSR3	115939
GNPTG	84572
C16orf91	283951
UNKL	64718
BMERB1	89927
KIAA0430	416595
NDE1	54820
FOPNL	416598
ABCC6	368
PM5	416602
ARL6IP1	23204
SMG1	23049
SYT17	51760
COQ7	10229
TMC7	79905
TMC5	79838
GDE1	51573
CCP110	9738
C14H16ORF52	416615
VWA3A	146177
SDR42E2	100288072
EEF2K	29904
POLR3E	55718
CDR2	1039
LOC416622	416622
METTL9	51108
OTOA	146183
DAGLB	221955
CYTH3	9265
RMI2	116028
LOC416629	416629
SOCS1	8651
CLEC16A	23274
CIITA	4261
NUBP1	4682
TEKT5	146279
EMP2	2013
C16orf72	29035
CARHSP1	23589
TMEM186	25880
ABAT	18
RBFOX1	54715
GTF3C1	2975
RHBDF1	64285
MPG	4350
NPRL3	8131
HBZ	3050
HBAD	416651
HBA1	3039
FAM234A	83986
LUC7L	55692
LOC416655	416655
CLCN7	1186
ECI1	1632
C14H7orf26	416658
NAA60	79903
MGRN1	23295
UBALD1	124402
CDIP1	29965
HMOX2	3163
ZKSCAN7	55888
SLX4	84464
TRAP1	10131
CREBBP	1387
LOC416668	416668
PAM16	51025
CORO7	79585
DNAJA3	9093
NMRAL1	57407
NLRC3	197358
AHCYL2	23382
STRIP2	57464
NRF1	4899
UBE2H	7328
ZC3HC1	51530
TMEM209	84928
CPA2	1358
CPA5	93979
CEP41	95681
COPG2	26958
IL15RA	3601
FBXO18	416687
ANKRD16	54522
FAM208B	416689
ASB13	79754
CALML3	810
NET1	10276
TUBAL3	79861
LOC416695	416695
LOC416696	416696
SLC35B4	84912
LRGUK	136332
EXOC4	60412
HNRNPLL	92906
EIF4A3	9775
MRPS5	64969
MAL	4118
ENTPD6	955
PEX6	5190
TTL	150465
SLC22A7	10864
TTBK1	84630
ACSS1A	416714
APMAP	57136
CST7	8530
SYNDIG1	79953
SNX5	27131
MGME1	92667
OVOL3	728361
KAT14	57325
DZANK1	55184
POLR3F	10621
SEC23B	10483
DTD1	92675
FERMT1	55612
HAO1	54363
TMX4	56255
PLCB4	5332
LAMP5	24141
PAK5	57144
ANKEF1	63926
MKKS	8195
SLX4IP	128710
ISM1	140862
TASP1	55617
NDUFAF5	79133
ITPKC	80271
COQ8A	56997
CDC42BPA	8476
CCNF	899
C14H16orf59	416750
ANKFN1L	416752
ATP6V0C	527
AMDHD2	51005
LOC416755	416755
RNPS1	10921
TELO2	9894
IFT140	9742
TMEM204	79652
CRAMP1	57585
HN1L	416763
SLC25A1	6576
CLTCL1	8218
SNAP29	9342
PI4KA	5297
HIC2	23119
UBE2L3	7332
SDF2L1	23753
TOP3B	8940
PPM1F	9647
YPEL1	29799
PPIL2	23759
CDC45	8318
SEPT2L	416777
SEPT5	416778
GNB1L	54584
TXNRD2	10587
COMT	1312
TANGO2	128989
DGCR8	54487
TRMT2A	27037
RANBP1	5902
ZDHHC8	29801
PGAM5	192111
ANKLE2	23141
GOLGA3	2802
CHFR	55743
FBRSL1	57666
GALNT9	50614
NOC4L	79050
PUS1	80324
ULK1	8408
MMP17	4326
SFSWAP	6433
ADGRD1	283383
PIWIL1	9271
TMEM132D	121256
GLT1D1	144423
SLC15A4	121260
TMEM132C	92293
TMEM132B	114795
AACS	65985
BRI3BP	140707
DHX37	57647
SCARB1	949
NCOR2	9612
CCDC92	80212
DNAH10	196385
DDX55	57696
TMED2	10959
RILPL1	353116
SNRNP35	11066
RILPL2	196383
KMT5A	387893
CDK2AP1	8099
C15H12ORF65	416827
MPHOSPH9	10198
PITPNM2	57605
OGFOD2	79676
ABCB9	23457
VPS37B	79720
HIP1R	9026
ARPC3	10094
ANAPC7	51434
IFT81	28981
ANAPC5	51433
RNF34	80196
KDM2B	84678
ORAI1	84876
TMEM120B	144404
RHOF	54509
SETD1A	9739
HPD	3242
PSMD9	5715
WDR66	416855
BCL7A	605
MLXIP	22877
LRRC43	254050
DIABLO	56616
VPS33A	65082
ZCCHC8	55596
RSRC2	65117
KNTC1	9735
VPS29	51699
RAD9B	144715
PPTC7	160760
TCTN1	79600
HVCN1	84329
PPP1CC	5501
CCDC63	160762
MYL2	4633
CUX2	23316
SH2B3	10019
